t # guarino2016value
v 1 quality
v 2 quality
v 3 relator
v 4 quality
v 5 quality
v 6 relator
v 7 relator
v 8 roleMixin
v 9 category
v 10 relator
v 11 mixin
v 12 quality
v 13 quality
v 14 role
v 15 role
v 16 category
v 17 category
v 18 quality
v 19 Generalization
v 20 Generalization
v 21 characterization
v 22 mediation
v 23 mediation
v 24 relation
v 25 relation
v 26 characterization
v 27 characterization
v 28 mediation
v 29 mediation
v 30 mediation
v 31 characterization
v 32 characterization
v 33 relation
v 34 relation
v 35 relation
v 36 characterization
v 37 mediation
v 38 mediation
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 characterization
v 46 formal
v 47 formal
v 48 formal
v 49 formal
v 50 formal
v 51 characterization
v 52 mediation
v 53 formal
v 54 formal
v 55 formal
v 56 formal
v 57 relation
e 76 23 general
e 76 3 specific
e 77 2 general
e 77 28 specific
e 78 22 general
e 78 3 specific
e 79 21 general
e 79 28 specific
e 80 25 general
e 80 26 specific
e 81 36 general
e 81 20 specific
e 82 37 general
e 82 7 specific
e 83 38 general
e 83 8 specific
e 84 39 general
e 84 38 specific
e 85 39 general
e 85 9 specific
e 86 40 general
e 86 15 specific
e 87 40 general
e 87 16 specific
e 88 42 general
e 88 44 specific
e 89 44 general
e 89 45 specific
e 90 44 general
e 90 46 specific
e 91 41 general
e 91 40 specific
e 92 40 general
e 92 56 specific
e 93 43 general
e 93 14 specific
e 94 35 general
e 94 17 specific
e 95 46 general
e 95 53 specific
e 96 41 general
e 96 54 specific
e 97 46 general
e 97 29 specific
e 98 41 general
e 98 30 specific
e 99 36 general
e 99 11 specific
e 100 45 general
e 100 55 specific
e 101 45 general
e 101 33 specific
e 102 40 general
e 102 34 specific
e 103 47 general
e 103 10 specific
e 104 49 general
e 104 13 specific
e 105 48 general
e 105 27 specific
e 106 56 general
e 106 51 specific
e 107 56 general
e 107 52 specific
e 108 56 general
e 108 57 specific
e 109 4 source
e 109 7 target
e 110 3 source
e 110 34 target
e 111 6 source
e 111 7 target
e 112 4 source
e 112 3 target
e 113 4 source
e 113 5 target
e 114 5 source
e 114 3 target
e 115 8 source
e 115 7 target
e 116 9 source
e 116 8 target
e 117 10 source
e 117 9 target
e 118 9 source
e 118 11 target
e 119 12 source
e 119 10 target
e 120 10 source
e 120 13 target
e 121 4 source
e 121 9 target
e 122 5 source
e 122 7 target
e 123 24 source
e 123 7 target
e 124 26 source
e 124 27 target
e 125 20 source
e 125 21 target
e 126 14 source
e 126 20 target
e 127 3 source
e 127 28 target
e 128 33 source
e 128 31 target
e 129 34 source
e 129 31 target
e 130 31 source
e 130 3 target
e 131 32 source
e 131 28 target
e 132 30 source
e 132 29 target
e 133 30 source
e 133 31 target
e 134 29 source
e 134 31 target
e 135 17 source
e 135 57 target
e 136 17 source
e 136 19 target
e 137 34 source
e 137 33 target
e 138 38 source
e 138 37 target
e 139 41 source
e 139 42 target
e 140 40 source
e 140 45 target
e 141 42 source
e 141 43 target
e 142 55 source
e 142 50 target
e 143 56 source
e 143 55 target
e 144 50 source
e 144 53 target
e 145 56 source
e 145 50 target
e 146 54 source
e 146 50 target
e 147 54 source
e 147 53 target
e 148 57 target
e 149 57 target
t # core-o2023
v 1 category
v 2 category
v 3 category
v 4 category
v 5 category
v 6 mode
v 7 category
v 8 situation
v 9 event
v 10 situation
v 11 kind
v 12 subkind
v 13 situation
v 14 event
v 15 type
v 16 subkind
v 17 mode
v 18 mode
v 19 category
v 20 situation
v 21 type
v 22 type
v 23 type
v 24 type
v 25 type
v 26 mode
v 27 category
v 28 mode
v 29 type
v 30 type
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 Generalization
v 42 Generalization
v 43 Generalization
v 44 Generalization
v 45 Generalization
v 46 Generalization
v 47 Generalization
v 48 characterization
v 49 componentOf
v 50 componentOf
v 51 relation
v 52 relation
v 53 relation
v 54 relation
v 55 relation
v 56 relation
v 57 relation
v 58 manifestation
v 59 characterization
v 60 relation
v 61 relation
v 62 relation
v 63 triggers
v 64 bringsAbout
v 65 characterization
v 66 triggers
v 67 manifestation
v 68 instantiation
v 69 relation
v 70 relation
v 71 relation
v 72 relation
v 73 creation
v 74 participation
v 75 bringsAbout
v 76 relation
v 77 instantiation
v 78 instantiation
v 79 relation
v 80 relation
v 81 relation
v 82 relation
v 83 relation
v 84 relation
v 85 relation
v 86 relation
v 87 instantiation
v 88 relation
v 89 instantiation
v 90 relation
v 91 relation
v 92 relation
v 93 relation
v 94 characterization
e 31 4 general
e 31 11 specific
e 32 2 general
e 32 5 specific
e 33 5 general
e 33 3 specific
e 34 5 general
e 34 4 specific
e 35 1 general
e 35 6 specific
e 36 1 general
e 36 26 specific
e 37 7 general
e 37 1 specific
e 38 22 general
e 38 15 specific
e 39 22 general
e 39 23 specific
e 40 24 general
e 40 22 specific
e 41 24 general
e 41 25 specific
e 42 27 general
e 42 26 specific
e 43 26 general
e 43 12 specific
e 44 26 general
e 44 16 specific
e 45 27 general
e 45 17 specific
e 46 27 general
e 46 18 specific
e 47 27 general
e 47 28 specific
e 48 1 source
e 48 2 target
e 49 2 target
e 50 5 source
e 50 3 target
e 51 1 source
e 51 7 target
e 52 1 target
e 53 1 target
e 54 1 target
e 55 1 target
e 56 1 source
e 56 7 target
e 57 1 source
e 57 7 target
e 58 1 source
e 58 9 target
e 59 6 source
e 59 3 target
e 60 7 source
e 60 1 target
e 61 6 source
e 61 1 target
e 62 6 source
e 62 1 target
e 63 8 source
e 63 1 target
e 64 9 source
e 64 10 target
e 65 27 source
e 65 11 target
e 66 13 source
e 66 12 target
e 67 26 source
e 67 14 target
e 68 27 source
e 68 24 target
e 69 16 source
e 69 12 target
e 70 17 source
e 70 12 target
e 71 18 source
e 71 12 target
e 72 12 target
e 73 19 source
e 73 14 target
e 74 19 source
e 74 14 target
e 75 14 source
e 75 20 target
e 76 21 source
e 76 22 target
e 77 11 source
e 77 21 target
e 78 27 source
e 78 25 target
e 79 28 source
e 79 12 target
e 80 28 source
e 80 12 target
e 81 21 target
e 82 21 target
e 83 24 target
e 84 24 target
e 85 24 target
e 86 22 source
e 86 29 target
e 87 14 source
e 87 29 target
e 88 29 source
e 88 30 target
e 89 19 source
e 89 30 target
e 90 29 target
e 91 29 target
e 92 30 target
e 93 30 target
e 94 26 source
e 94 11 target
t # falduci2022non-consensual-pornography
v 1 kind
v 2 role
v 3 role
v 4 role
v 5 role
v 6 role
v 7 relator
v 8 mode
v 9 mode
v 10 event
v 11 roleMixin
v 12 category
v 13 kind
v 14 role
v 15 event
v 16 relator
v 17 role
v 18 category
v 19 category
v 20 roleMixin
v 21 event
v 22 relator
v 23 role
v 24 role
v 25 relator
v 26 mode
v 27 mode
v 28 Generalization
v 29 Generalization
v 30 Generalization
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 Generalization
v 40 Generalization
v 41 material
v 42 mediation
v 43 mediation
v 44 relation
v 45 relation
v 46 relation
v 47 characterization
v 48 characterization
v 49 characterization
v 50 characterization
v 51 creation
v 52 mediation
v 53 relation
v 54 material
v 55 creation
v 56 mediation
v 57 mediation
v 58 mediation
v 59 material
v 60 creation
v 61 mediation
v 62 mediation
v 63 mediation
v 64 creation
v 65 mediation
v 66 material
v 67 mediation
v 68 characterization
v 69 characterization
v 70 relation
v 71 relation
v 72 relation
v 73 characterization
v 74 characterization
v 75 derivation
v 76 derivation
v 77 derivation
v 78 derivation
e 28 2 general
e 28 6 specific
e 29 1 general
e 29 2 specific
e 30 1 general
e 30 3 specific
e 31 3 general
e 31 17 specific
e 32 1 general
e 32 5 specific
e 33 12 general
e 33 11 specific
e 34 13 general
e 34 14 specific
e 35 17 general
e 35 4 specific
e 36 18 general
e 36 19 specific
e 37 18 general
e 37 12 specific
e 38 12 general
e 38 20 specific
e 39 20 general
e 39 23 specific
e 40 23 general
e 40 24 specific
e 41 2 source
e 41 3 target
e 42 7 source
e 42 3 target
e 43 7 source
e 43 2 target
e 44 8 source
e 44 9 target
e 45 7 source
e 45 8 target
e 46 7 source
e 46 9 target
e 47 8 source
e 47 2 target
e 48 9 source
e 48 3 target
e 49 8 source
e 49 3 target
e 50 9 source
e 50 2 target
e 51 7 source
e 51 10 target
e 52 7 source
e 52 12 target
e 53 12 source
e 53 2 target
e 54 17 source
e 54 14 target
e 55 16 source
e 55 15 target
e 56 16 source
e 56 14 target
e 57 16 source
e 57 17 target
e 58 16 source
e 58 23 target
e 59 14 source
e 59 5 target
e 60 22 source
e 60 21 target
e 61 22 source
e 61 5 target
e 62 22 source
e 62 14 target
e 63 22 source
e 63 24 target
e 64 25 source
e 64 21 target
e 65 25 source
e 65 4 target
e 66 4 source
e 66 6 target
e 67 25 source
e 67 6 target
e 68 26 source
e 68 4 target
e 69 6 source
e 69 27 target
e 70 26 source
e 70 27 target
e 71 25 source
e 71 26 target
e 72 25 source
e 72 27 target
e 73 27 source
e 73 4 target
e 74 26 source
e 74 6 target
e 75 41 source
e 75 7 target
e 76 54 source
e 76 16 target
e 77 59 source
e 77 22 target
e 78 66 source
e 78 25 target
t # debbech2019gosmo
v 1 None
v 2 None
v 3 None
v 4 None
v 5 None
v 6 None
v 7 None
v 8 None
v 9 None
v 10 None
v 11 None
v 12 None
v 13 None
v 14 None
v 15 None
v 16 None
v 17 None
v 18 None
v 19 None
v 20 None
v 21 None
v 22 None
v 23 Generalization
v 24 Generalization
v 25 Generalization
v 26 Generalization
v 27 Generalization
v 28 Generalization
v 29 Generalization
v 30 Generalization
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 relation
v 36 relation
v 37 relation
v 38 relation
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 relation
v 46 relation
v 47 relation
v 48 relation
v 49 relation
v 50 relation
v 51 relation
v 52 relation
v 53 relation
v 54 relation
v 55 relation
v 56 relation
v 57 relation
v 58 relation
v 59 relation
e 23 12 general
e 23 10 specific
e 24 12 general
e 24 11 specific
e 25 13 general
e 25 5 specific
e 26 14 general
e 26 4 specific
e 27 20 general
e 27 18 specific
e 28 18 general
e 28 1 specific
e 29 21 general
e 29 9 specific
e 30 16 general
e 30 7 specific
e 31 22 general
e 31 3 specific
e 32 13 general
e 32 8 specific
e 33 15 general
e 33 6 specific
e 34 16 general
e 34 2 specific
e 35 4 source
e 35 5 target
e 36 2 source
e 36 1 target
e 37 1 target
e 38 1 source
e 38 10 target
e 39 9 target
e 40 8 source
e 40 9 target
e 41 7 source
e 41 9 target
e 42 2 target
e 43 3 source
e 43 6 target
e 44 3 target
e 45 3 source
e 45 5 target
e 46 6 source
e 46 4 target
e 47 6 source
e 47 5 target
e 48 8 source
e 48 4 target
e 49 7 source
e 49 8 target
e 50 10 source
e 50 6 target
e 51 4 target
e 52 15 source
e 52 14 target
e 53 22 source
e 53 16 target
e 54 16 source
e 54 17 target
e 55 16 source
e 55 18 target
e 56 17 source
e 56 18 target
e 57 19 source
e 57 18 target
e 58 20 source
e 58 21 target
e 59 21 source
e 59 16 target
t # mgic-antt2011
v 1 subkind
v 2 kind
v 3 subkind
v 4 category
v 5 kind
v 6 kind
v 7 category
v 8 kind
v 9 subkind
v 10 relator
v 11 relator
v 12 relator
v 13 relator
v 14 relator
v 15 relator
v 16 role
v 17 relator
v 18 relator
v 19 relator
v 20 relator
v 21 relator
v 22 relator
v 23 role
v 24 relator
v 25 relator
v 26 relator
v 27 relator
v 28 relator
v 29 relator
v 30 relator
v 31 role
v 32 relator
v 33 role
v 34 role
v 35 role
v 36 relator
v 37 role
v 38 relator
v 39 role
v 40 role
v 41 relator
v 42 role
v 43 relator
v 44 relator
v 45 role
v 46 role
v 47 relator
v 48 relator
v 49 mode
v 50 mode
v 51 mode
v 52 mode
v 53 phase
v 54 phase
v 55 mode
v 56 mode
v 57 phase
v 58 mode
v 59 mode
v 60 mode
v 61 phase
v 62 phase
v 63 mode
v 64 phase
v 65 phase
v 66 phase
v 67 mode
v 68 mode
v 69 mode
v 70 phase
v 71 mode
v 72 phase
v 73 phase
v 74 mode
v 75 mode
v 76 mode
v 77 phase
v 78 mode
v 79 mode
v 80 phase
v 81 mode
v 82 phase
v 83 phase
v 84 mode
v 85 mode
v 86 mode
v 87 phase
v 88 phase
v 89 phase
v 90 mode
v 91 mode
v 92 phase
v 93 mode
v 94 phase
v 95 phase
v 96 phase
v 97 subkind
v 98 subkind
v 99 subkind
v 100 subkind
v 101 subkind
v 102 subkind
v 103 subkind
v 104 subkind
v 105 subkind
v 106 subkind
v 107 subkind
v 108 kind
v 109 kind
v 110 relator
v 111 subkind
v 112 role
v 113 role
v 114 subkind
v 115 subkind
v 116 relator
v 117 kind
v 118 subkind
v 119 kind
v 120 subkind
v 121 subkind
v 122 subkind
v 123 mode
v 124 relator
v 125 subkind
v 126 phase
v 127 role
v 128 subkind
v 129 phase
v 130 role
v 131 kind
v 132 mode
v 133 kind
v 134 subkind
v 135 mode
v 136 kind
v 137 subkind
v 138 subkind
v 139 subkind
v 140 subkind
v 141 subkind
v 142 subkind
v 143 subkind
v 144 subkind
v 145 subkind
v 146 subkind
v 147 subkind
v 148 subkind
v 149 subkind
v 150 subkind
v 151 subkind
v 152 subkind
v 153 kind
v 154 subkind
v 155 subkind
v 156 subkind
v 157 kind
v 158 kind
v 159 subkind
v 160 kind
v 161 kind
v 162 kind
v 163 subkind
v 164 subkind
v 165 kind
v 166 kind
v 167 subkind
v 168 category
v 169 kind
v 170 subkind
v 171 kind
v 172 category
v 173 kind
v 174 kind
v 175 kind
v 176 quantity
v 177 quantity
v 178 subkind
v 179 subkind
v 180 subkind
v 181 subkind
v 182 subkind
v 183 subkind
v 184 subkind
v 185 subkind
v 186 kind
v 187 kind
v 188 subkind
v 189 kind
v 190 subkind
v 191 subkind
v 192 subkind
v 193 subkind
v 194 subkind
v 195 subkind
v 196 subkind
v 197 subkind
v 198 subkind
v 199 subkind
v 200 subkind
v 201 subkind
v 202 subkind
v 203 subkind
v 204 subkind
v 205 subkind
v 206 subkind
v 207 subkind
v 208 subkind
v 209 subkind
v 210 subkind
v 211 quantity
v 212 subkind
v 213 subkind
v 214 subkind
v 215 subkind
v 216 subkind
v 217 subkind
v 218 subkind
v 219 subkind
v 220 subkind
v 221 subkind
v 222 kind
v 223 subkind
v 224 phase
v 225 phase
v 226 phase
v 227 subkind
v 228 quantity
v 229 quantity
v 230 phase
v 231 subkind
v 232 subkind
v 233 kind
v 234 kind
v 235 subkind
v 236 phase
v 237 kind
v 238 subkind
v 239 kind
v 240 phase
v 241 phase
v 242 subkind
v 243 phase
v 244 subkind
v 245 phase
v 246 phase
v 247 phase
v 248 phase
v 249 phase
v 250 phase
v 251 quantity
v 252 category
v 253 kind
v 254 kind
v 255 subkind
v 256 subkind
v 257 kind
v 258 kind
v 259 kind
v 260 category
v 261 subkind
v 262 kind
v 263 category
v 264 kind
v 265 kind
v 266 subkind
v 267 kind
v 268 role
v 269 relator
v 270 category
v 271 kind
v 272 kind
v 273 subkind
v 274 subkind
v 275 roleMixin
v 276 subkind
v 277 subkind
v 278 subkind
v 279 subkind
v 280 subkind
v 281 subkind
v 282 subkind
v 283 subkind
v 284 subkind
v 285 subkind
v 286 subkind
v 287 subkind
v 288 subkind
v 289 subkind
v 290 subkind
v 291 subkind
v 292 relator
v 293 role
v 294 subkind
v 295 subkind
v 296 subkind
v 297 subkind
v 298 subkind
v 299 subkind
v 300 subkind
v 301 subkind
v 302 subkind
v 303 subkind
v 304 subkind
v 305 subkind
v 306 subkind
v 307 subkind
v 308 subkind
v 309 subkind
v 310 subkind
v 311 subkind
v 312 subkind
v 313 subkind
v 314 subkind
v 315 subkind
v 316 subkind
v 317 subkind
v 318 kind
v 319 subkind
v 320 subkind
v 321 subkind
v 322 kind
v 323 subkind
v 324 subkind
v 325 subkind
v 326 subkind
v 327 subkind
v 328 subkind
v 329 subkind
v 330 subkind
v 331 subkind
v 332 kind
v 333 subkind
v 334 subkind
v 335 subkind
v 336 subkind
v 337 subkind
v 338 role
v 339 subkind
v 340 relator
v 341 relator
v 342 relator
v 343 relator
v 344 relator
v 345 relator
v 346 relator
v 347 relator
v 348 relator
v 349 relator
v 350 role
v 351 kind
v 352 relator
v 353 relator
v 354 relator
v 355 relator
v 356 enumeration
v 357 role
v 358 role
v 359 role
v 360 relator
v 361 subkind
v 362 relator
v 363 role
v 364 relator
v 365 kind
v 366 relator
v 367 role
v 368 relator
v 369 role
v 370 relator
v 371 relator
v 372 relator
v 373 kind
v 374 kind
v 375 relator
v 376 relator
v 377 relator
v 378 relator
v 379 relator
v 380 kind
v 381 role
v 382 role
v 383 subkind
v 384 subkind
v 385 subkind
v 386 subkind
v 387 subkind
v 388 kind
v 389 mode
v 390 relator
v 391 relator
v 392 relator
v 393 relator
v 394 relator
v 395 relator
v 396 role
v 397 relator
v 398 relator
v 399 relator
v 400 relator
v 401 relator
v 402 role
v 403 role
v 404 mode
v 405 relator
v 406 role
v 407 relator
v 408 relator
v 409 role
v 410 relator
v 411 mixin
v 412 subkind
v 413 role
v 414 role
v 415 roleMixin
v 416 relator
v 417 role
v 418 roleMixin
v 419 relator
v 420 subkind
v 421 relator
v 422 relator
v 423 role
v 424 relator
v 425 relator
v 426 relator
v 427 role
v 428 roleMixin
v 429 role
v 430 relator
v 431 relator
v 432 relator
v 433 relator
v 434 kind
v 435 relator
v 436 relator
v 437 relator
v 438 relator
v 439 roleMixin
v 440 roleMixin
v 441 role
v 442 roleMixin
v 443 role
v 444 relator
v 445 role
v 446 kind
v 447 kind
v 448 kind
v 449 kind
v 450 kind
v 451 kind
v 452 datatype
v 453 datatype
v 454 datatype
v 455 datatype
v 456 datatype
v 457 datatype
v 458 datatype
v 459 datatype
v 460 datatype
v 461 datatype
v 462 datatype
v 463 datatype
v 464 datatype
v 465 datatype
v 466 datatype
v 467 enumeration
v 468 datatype
v 469 datatype
v 470 datatype
v 471 datatype
v 472 enumeration
v 473 subkind
v 474 role
v 475 relator
v 476 role
v 477 relator
v 478 kind
v 479 kind
v 480 category
v 481 category
v 482 kind
v 483 category
v 484 category
v 485 kind
v 486 kind
v 487 category
v 488 kind
v 489 roleMixin
v 490 relator
v 491 kind
v 492 kind
v 493 kind
v 494 category
v 495 phase
v 496 phase
v 497 phase
v 498 phase
v 499 phase
v 500 phase
v 501 phase
v 502 kind
v 503 phase
v 504 phase
v 505 phase
v 506 phase
v 507 phase
v 508 phase
v 509 kind
v 510 role
v 511 relator
v 512 relator
v 513 relator
v 514 relator
v 515 kind
v 516 mode
v 517 roleMixin
v 518 kind
v 519 relator
v 520 relator
v 521 relator
v 522 relator
v 523 relator
v 524 role
v 525 role
v 526 kind
v 527 relator
v 528 relator
v 529 relator
v 530 mode
v 531 mode
v 532 mode
v 533 mode
v 534 mode
v 535 mode
v 536 mode
v 537 mode
v 538 mode
v 539 mode
v 540 mode
v 541 mode
v 542 mode
v 543 mode
v 544 mode
v 545 mode
v 546 mode
v 547 relator
v 548 relator
v 549 role
v 550 relator
v 551 role
v 552 relator
v 553 role
v 554 mode
v 555 kind
v 556 mode
v 557 role
v 558 mode
v 559 mode
v 560 subkind
v 561 kind
v 562 relator
v 563 mode
v 564 subkind
v 565 roleMixin
v 566 role
v 567 subkind
v 568 role
v 569 kind
v 570 mode
v 571 role
v 572 relator
v 573 role
v 574 subkind
v 575 role
v 576 mode
v 577 role
v 578 role
v 579 kind
v 580 phase
v 581 role
v 582 mode
v 583 role
v 584 subkind
v 585 subkind
v 586 mode
v 587 subkind
v 588 mode
v 589 role
v 590 subkind
v 591 relator
v 592 role
v 593 roleMixin
v 594 phase
v 595 mode
v 596 subkind
v 597 kind
v 598 subkind
v 599 role
v 600 kind
v 601 subkind
v 602 subkind
v 603 subkind
v 604 subkind
v 605 subkind
v 606 subkind
v 607 kind
v 608 subkind
v 609 mode
v 610 subkind
v 611 subkind
v 612 mode
v 613 subkind
v 614 subkind
v 615 subkind
v 616 subkind
v 617 subkind
v 618 subkind
v 619 collective
v 620 kind
v 621 collective
v 622 subkind
v 623 kind
v 624 subkind
v 625 subkind
v 626 collective
v 627 subkind
v 628 collective
v 629 relator
v 630 roleMixin
v 631 relator
v 632 relator
v 633 roleMixin
v 634 subkind
v 635 roleMixin
v 636 subkind
v 637 subkind
v 638 subkind
v 639 subkind
v 640 subkind
v 641 subkind
v 642 subkind
v 643 subkind
v 644 kind
v 645 collective
v 646 subkind
v 647 kind
v 648 subkind
v 649 subkind
v 650 subkind
v 651 subkind
v 652 kind
v 653 collective
v 654 subkind
v 655 subkind
v 656 subkind
v 657 collective
v 658 collective
v 659 subkind
v 660 subkind
v 661 subkind
v 662 collective
v 663 subkind
v 664 subkind
v 665 subkind
v 666 subkind
v 667 kind
v 668 subkind
v 669 subkind
v 670 subkind
v 671 subkind
v 672 subkind
v 673 subkind
v 674 subkind
v 675 subkind
v 676 subkind
v 677 kind
v 678 subkind
v 679 subkind
v 680 kind
v 681 subkind
v 682 subkind
v 683 subkind
v 684 subkind
v 685 kind
v 686 subkind
v 687 subkind
v 688 subkind
v 689 subkind
v 690 subkind
v 691 kind
v 692 subkind
v 693 subkind
v 694 subkind
v 695 subkind
v 696 subkind
v 697 kind
v 698 subkind
v 699 category
v 700 subkind
v 701 subkind
